Class,Data
1,giao hàng cực kỳ nhanh rất ấn tượng với cửa hàng mua rất nhiều lần rồi lúc nào cũng rất hài lòng về sản phẩm và dịch vụ. Cám ơn cửa hàng
1,Giày đẹp sẽ còn ủng hộ cửa hàng
-1,Chất lượng sản phẩm rất kémnhựa hôi . tiền nào của đấy
1,Chất lượng Sp được cửa hàng đóng gói cẩn thận nhưng mình đang hỏi đổi slide không thấy phản hồi lại.
1,Chất lượng sản phẩm tuyệt vời mỗi tội giao hàng quá lâu
1,Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền
1,Đặt hàng chiều hôm trc sáng hôm sau được luôn 😗 . Gói hàng cận thận ạ chắc chắn hàng không bị lỗi . Mình sẽ ủng hộ thêm ho cửa hàng ạ 🌸
-1,"cửa hàng giao hàng không đúng mô tả: Mô tả 186gram, thực tế hơn 250gram Chủ cửa hàng lượn lẹo xảo trả: Báo hàng sai, cửa hàng vặn lại do mình cân sai, bắt mình đi tìm cần nhỏ hơn để cân ( trong khi cửa hàng có hàng, tự cân tự biết ) Chủ cửa hàng không đồng ý trả hàng: Bắt mình phải làm việc với shope rất mất thời gian"
-1,mua về chưa xài gì đã bị bục chỉ rồi quá thất vọng
1,cửa hàng rất uy tín. Lần sau mua hàng mình sẽ tiếp tục ủng hộ cửa hàng
-1,Minh vừa mua hôm chủ nhật ở bên ngoài. Giá rẻ hơn trên tiki
-1,Qua tệ. Chất lượng sp quá kém. Giao sai mẫu.
1,Chất lượng sản phẩm tuyệt vời. Kiềm dầu nhẹ
-1,Hơi trầyyêu cầu đỏ trắng giao đỏ đen
-1,Chất lượng sản phẩm kém muốn trả lại hàng
-1,Chất lượng sản phẩm cực tệ. Chưa dùng đã hỏng. không quay đc nữa. Liên hệ bảo hành thì cò quay hành khách không muốn hỗ trợ. Mọi người nên tránh xa những người bán hàng không có tâm vậy ra. Mất 300k còn mang bực vào người.
1,Quá đep
1,Chất lượng sản phẩm tuyệt vời Có hơi trầy xíu nhưng nói chung tuyệt vời
1,Ưng cái bụng lắm luôn. Cảm ơn cửa hàng nhiều nhiều. Hình sao ngoài vậy. Màu xinh dã man. Hihi
1,BA LO BI RACH CHO TAI CON BO TI XIU. NHUG THOI CUG tốt
1,cửa hàng phục vụ rất tốt Rất ưng. Giá rẻ nhất thế giới. Vote đc 10* cũng vote
1,Dễ gây nghiện dù rằng nó dẻo quá quy định làm răng hơi thốn.
-1,Yếm này giá 17000 thì chấp nhận đc chứ giá gốc thì không ai mua ! Yếm nhựa dính thức ăn lau không hết được chứ  không  phải silicon đâu cửa hàng
1,Đẹp
1,Giày mang êm chân và nhẹ nữa. Rất đẹp
1,Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn giao hàng rất nhanh.
1,Đúng mẫu đúng size
1,Rất đáng tiền. Chất lượng tốt
-1,Hàng sạc tốt giảm dòng khi pin gần đầy mỗi tội nguy hiểm là bị giật xét mức nguy hiểm nên cho ít sao.
1,Chất lượng tốt tốt
-1,Đóng gói sản phẩm kém giao hàng bên trong gẫy 1 chân nhựa đỡ ở bên trong sản phẩm nói chung là không chấp nhận đc.
-1,mua cáp sạc apple lightning trên bao bì sản phẩm ghi apple lightning mà bên trong là cáp sạc usb
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền
-1,Với cái giá đó thì sống làm sao được tại việt nam
1,Giày rất xấu
-1,Đường chỉ không đẹp không ăn chỉ
1,Chất lượng sản phẩm tuyệt vời Hình thật hàng thật giá siêu rẻ
1,Giày rất đẹp Rất đáng tiền
-1,San pham không nhu mo ta .quat không co gio gia thi gan 300k ma chang được j that that vong cửa hàng se không ung ho nua.
-1,Máy xay đóng gói tốt không bị vỡ nhưng máy cắm điện vào thì không hoạt động gì cả.Máy hỏng không hoạt động
-1,Dung duoc 2ngay jo may chay vuobg kim vao suot đơ luôn
-1,Quạt lỗi không đổi.cho khách.
1,cửa hàng nhiệt tình. Buôn bán có tâm.
1,cánh sử dụng
-1,Loa rất kém pin thì nhanh hết ít nghe gọi mà chỉ hơn 1 ngày là hết pin
-1,Phần Kéo ra vào của USB có vẻ không được đúng khuôn mẫu hơi bị vênh.Khi đóng và mở USB thì nó không được trơn chu.
1,"Chất lượng sản phẩm tuyệt vời Yếm bò rất đẹp, đáng tiền lắm Bữa nào giặt xong mặc chụp cho mọi ng xem nha!"
1,Đóng gói sản phẩm rất đẹp và chắc chắn. Sản phẩm sử dụng tốt.
-1,Sai mau dat
-1,Thời gian giao hàng rất chậm Đóng gói sản phẩm rất kém cửa hàng phục vụ rất kém
-1,Sản phẩm như trong hình nhưng chất lượng rất kém. Đeo mới 2 ngày đã vô nước và dù đã thay pin mới nhưng cũng chỉ đeo được vài ngày. Tiền nào của nấy đúng thật.
-1,Lap xuog ướt quá ăn ki ki sao ấy... Noi chug  không  ngon Chất lượng sản phẩm rất kém
-1,May dung không hieu j luon
1,Rất tốt và đáng tiền Mng ủng hộ cửa hàng rất uy tín nhé
-1,Chưa nhận được hàng mà báo đã giao hàng. Chờ cả tuần lễ cũng không thấy giao
1,Mình đã nhận được hàng cửa hàng chuyển rồi. Cảm ơn cửa hàng chuột rất nhạy rất mong cửa hàng duy trì bán những hàng chất lượng như vậy
1,Mèo nhà mình rất thích Laze :3
1,cửa hàng nhiệt tình chu đáo. Đã mua hầu hết các sp của cửa hàng rất hài lòng về chất lượng sản phẩm.
1,Ốp đẹp nhìn rất thích mắt
-1,Chất lượng sản phẩm rất kém. Rách lỗi trả hàng hoàn tiền bắt người mua phải trả tiền vận chuyển
1,Tốt đẹp phết nhưng lúc mua về có hơi bụi Chất lượng sản phẩm tuyệt vời
-1,cửa hàng phục vụ rất kém Thời gian giao hàng rất chậm Quà tặng  không  đúng
-1,sách tiki gio mua Minh thấy  không  hai long cho lắm (k biết la tai khâu gói hàng hay văn chuyển) hay bi rách góc sach va bi gap các trang
1,Đóng gói sản phẩm rất đẹp và chắc chắngiao hàng hơi lâunhưng em rất thích
1,Chất lượng sản phẩm tuyệt vời. Được sh tặng thêm sample nữa
-1,nếu mua sách về mà app mcbooks  không  quét được mã QR sách thì phải suy nghĩ lại. sách học kèm app nên m.n hãy tìm hiểu về app trước khi quyết định mua sách của mcbooks. quá thất vọng về mcbooks
1,Tã mềm. Thấm hút tốt. Giá lại rẻ nữa. cửa hàng giao hàng hơi bị lâu. Đóng gói sản phẩm cẩn thận chắc chắn. Cảm ơn shop!
1,cửa hàng đóng gói sản phẩm đẹp và cẩn thận. Hàng chuẩn. Thời gian giao hàng nhanh. Lại được thêm món quà nhỏ từ cửa hàng nữa. Cảm ơn cửa hàng nhé.
1,Xuất sắc 🙂
-1,Chất lượng sản phẩm rất kém. Bị tuột dây chỉ khâu ngay khi mở hộp. Mình đành phải vất đi ngay vì dùng là tuột quai ngay. Phí 99k.
1,Quá tốt sản phẩm led đẹp ...đáng mua lắm ae
1,Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng nhanh ms có hơn 1 tuần mà mặt e đỡ khô da bớt đỏ
1,Chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt Rất đáng tiền cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt
1,tốt hàng rất ổn đẹp. Đóng gói sp kỹ càng
1,"Hàng nhìn giống với hình ảnh, giao hàng nhanh"
-1,hàng bị lỗi.mau  không  giống hình .
1,Lần 2 mua mì ở đây. Vừa rẻ vừa ngon. So với việc ra siêu thị mua 35.000 ngàn 1 gói thì rẻ hơn nhiều Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh
-1,Lúc mua tôi có ghi lấy chậu màu xanh nhưng khi giao lại la màu hồng.
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn . Minh  không  biết kiểm tra còn hạng bao nhiêu tháng
1,Chất đẹp. Nhờ cửa hàng chọn màu sáng nên nhân chược màu rất ươi. cảm ơn shop. Nhất định sẽ ủng hộ tiếp
-1,"Máy mới không được sạc trước. Thời gian sạc đầy ~ 8h như NSX công bố.Lưỡi dao cạo kém, tiki không có hàng thay thế (19/8/2018). Cạo nhẹ thì không hết, vẫn còn dài. Cạo sát thì cạo luôn cả da mặt. Cạo xong cảm giác rát ngứa khá nhiều, lâu khoảng 30p quen, hết đau. Ktra da mặt thấy nhiều lỗ chân râu rỉ máu đỏ nhẹ. Sản phẩm chống nước tốt (5 lần rửa). Chổi cọ 2 đầu dài ngắn tiện lợi nhưng máy không thể loại bỏ phần râu có khả năng rơi vào máy (cũng không có khấc mở để vệ sinh - như hình)."
-1,Quá tệgiao hàng nhầm cho kháchmà giao hàng lại thì quá lâubây giờ vẫn chưa nhận đc hàng
-1,Uống dỡ quá . Đắng lợn cợn rất khó uống. Có nhiều chỗ bán tinh bột nghệ uống ngon hơn loại này nhiều. Đừng mua tinh bột nghệ hiệu này khó uống lắm nha cả nhà ơi
1,Giày đi rất êm chân lên dáng xinh cực kỳ. Chất liệu tốt. Cao nhưng đi chắc chắn và dễ chịu chứ không bị dốc chân chút nào. cửa hàng giao hàng mhanh và gói hàng cẩn thận lắm nhé! Chúc cửa hàng luôn đông khách nhé! 💐
1,Tuyệt vời <3 Hũ nhỏ nhỏ xinh xinh mà rất kín chắc chắn.
-1,Lấy 6s mà đưa 6plus
-1,muốn đổi sp khác .sp bị lỗi nhiều quá
-1,mẫu này ở ngoài không giống h.a cho lắmmàu ngoài đậm quá
1,Quá cưng luôn vận chuyển thì siêu nhanh ạ
1,Dây dài quá ạ
1,Phù hợp với giá tiền Thời gian giao hàng rất nhanh Chỉ có đầm giao sai màu .
-1,Chất liệu đúng với giá tiền tiếc là không trả giá đc mang có đc ngày mà xẹp rồi Chất lượng sản phẩm kém
1,Rất ngon hợp khẩu vị👍🏻👍🏻
1,Chất lượng sản phẩm tuyệt vời. Mình thấy rất ngon ạ
1,Chất lượng sản phẩm tốt Mỗi tội cửa hàng  không  giao cho mình đúng màu (chả có cái màu hồng nào) 😅
-1,Bóng đèn mình đặt lúc tiki giao đến bị vỡ tan tành. Không hiểu sao mọi khi tiki gói hàng rất kĩ mà lần này lại như vậy. Hộp đựng thì không vừa rộng hơn hai sản phẩm mình mua rất nhiều đã vậy bóng đèn dễ vỡ không được cuốn cẩn thận lại còn không có tem “hàng dễ vỡ” nữa. Hơn nữa tiki còn kèm theo miếng xốp không biết để làm gì ?! Mình gọi điện phản ánh cho tiki thì cả hai ngày 16-17/10 đều không gọi được.
1,Lần thứ 2 mua hàng của shop. Mất 3 ngày để nhận đc hàng. Mua hộ nên không rõ chất lượng thế nào :)
1,Chất lượng sản phẩm tuyệt vời Rất đáng tiền check mã đc
-1,Không giống mô tả Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ không tới nơi tới chốn trốn hoài :v Thời gian giao hàng rất nhanh
1,Đóng gói cẩn thân cửa hàng phục vụ rất tốt
-1,Hình chụp là da nhưng hàg nhận đc là vải thô. 99k cũng tạm ok. Nhưng bỏ đôi giày vô cái bọc mỏng rồi cột bằng cọng thung.  không  có thiệ cảm. Mua 2 đôi trc thì giao nhầm mẫu. Ibx thì kêu đợi. Rep tn 2 ngày  không  thấy gì. 10k  không  đág. Đừng đổi thừa nhiều đơn nên  không  kiểm soát đc.
-1,Lay 2 cai 2mau giong nhau nêu bỏ mau giong nhau thi cung phai khac hình đi chứ lần thứ 2 nay mua hang cua cửa hàng tệ quá
1,Đẹp :)
-1,Máy không Sài được xin đổi máy khác
1,Chất lượng sản phẩm tuyệt vời Dóng 100% hình luôn ủng hộ dài dài
1,Giao hang nhanh. Dong goi chac chan. Son len moi min.
1,Hàng đẹp . Còn được tặng quà cho bé nữa. cảm ơn cửa hàng
-1,Ram bị công không sd được
-1,Chất lượng sản phẩm rất kém cửa hàng phục vụ rất kém Rất không đáng tiền
1,Ốp đẹp chắc chắn thời gian giao hàng nhanh ạ love you ❤️
1,Lông dày mịn. Chất lượng sản phẩm tuyệt vời
-1,Đóng gói sản phẩm rất đẹp và chắc chắn. Hàng y ảnh 100% mẫu mã đẹp cầm chắc tay nhỏ gọn mk thấy khá tiện.(sửa bài khi sd: sạc chậm nhah tụt pin  không  hài lòg)
-1,Đế cứngg
1,đóng gói rất gọn gàng đẹp mắt. màu lên chuẩn. sẽ ủng hộ cửa hàng tiếp ạ
-1,Mạng chạy lúc đc lúc ko.
1,Nón vải hơi mỏng. Nhưng so với giá tiền thì rất tốt
-1,Pin nút bấm bị thụt vào không bấm được... lắc thì nghe len keng sạc chưa đc 30% pin đúng là lừa người ta Chất lượng sản phẩm rất kém
1,giay dep cam on cửa hàng nhe!
-1,điên thoai hỏng sac không vào pin.tôi trả lai.
1,Đóng gói sản phẩm kém Đóng gói sản phẩm tạm được
-1,mình mua 2 chai đều bị cũ có phải hết date nên giá rẻ không shop? Hàng tiêu dùng thì ghi HSD chứ có ghi NSX như đồ ăn đâu mà đáy chai ghi 2018.01.04 . Đóng gói sản phẩm tốt vì dán băng dính chống bung nắp.
-1,cửa hàng cho e hỏi bình sữa  không  có núm kèm theo ạ
1,Xinh yêu. Nh chống trượt hơi kém. Phù hợp với giá tiền. Thời gian giao hàng rất nhanh
1,Hàng ok! Giá 66k là quá tốt
1,Giày đẹp lắm nha mn 😍😍😍
1,Hàng đóng gói kỹ sản phẩm dùng rất tốt. Sẽ tiếp tục ủng hộ shop.
1,Hàng chuẩn ảnh
1,Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh cửa hàng phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn
-1,Màu xanh của note7 đây mà
1,Kem hơi dính và khó thấm nhưng được cái dưỡng ẩm siêu siêu tốt. Hôm qua mình thiếu ngủ mà sáng nay vùng da dưới mắt không bị trũng mỏi 😄 Hiệu quả giảm thâm nhăn thì phải sử dụng thêm thời gian mới cảm nhận đc. cửa hàng đáng yêu và chị chủ nhiệt tình ạ 😻
-1,không phai quan HM cyng  không  giong mau da dat
1,Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Mình dùng mới 2 tuần thôi mà mi dày với lại dài lên rõ luôn
1,Chất lượng sản phẩm tuyệt với
1,Các ốp giá siêu rẻ còn lại đẹp nữa. Chất lượng sản phẩm tuyệt vời. cửa hàng phục vụ rất tốt. Rất đáng tiền.
1,Túi to đẹp !
-1,Chất lượng sản phẩm rất kém Lúc mới mua về cắm adapter rất lâu thì router mới lên nguồn. Sử dụng được đúng 2 ngày thì cổng Wan chết =))). Gọi số bảo hành thì số không gọi được. Rất không đáng tiền
1,Chất lượng sản phẩm tuyệt vời. cửa hàng rất thán thiện giao hàng siêu nhanh . Đặt sáng hôm trước sáng hôm sau có luôn. Sẽ ủng hộ cửa hàng dài dài
1,😎😎😎 Chất lượng sản phẩm tuyệt vời
-1,Sản phẩm không như qc khá thô và dày
-1,sao khung thép thấy hau nhu la nhựa ak
-1,Shopee mall với GHTK làm trò mèo lừa dối khách . hàng là thứ đồ bỏ . Rồi gọi cho cửa hàng không ai bắt máy . Khiếu nại shopee khoá tài khoản luôn. Giờ mở ra không mua đc hàng . Xong phán không có căn cứ. Ghtk vu cho đã ký tên khi nhận hàng trong khi không đc ký chữ nào . Gửi trả hàng không 1 ai liên hệ trao đổi .
1,Đẹp Mê mẩn
1,"Đọc xong định thích nhưng thấy giá lại thấy cứ ngài ngại thế nào ấy! Quả LED toàn màn hình nhìn fê nhể, y như trên sàn ấy!"
-1,Sh gửi thiếu phụ kiện pm xem không trả lời.
1,Chất lượng sản phẩm tuyệt vời.Hàng chuẩn 100%Cushion của Missha thường dùng cho tông da trắng & ít khuyết điểm.Shop Đóng gói sản phẩm rất đẹp và chắc chắn
1,Áo rất đẹp. Đáng mua ! Chất lượng sản phẩm tuyệt vời
-1,Chất lượng sản phẩm rất kém cửa hàng phục vụ rất kém Rất không đáng tiền Thời gian giao hàng rất chậm Thời gian giao hàng rất chậm
1,mình quên  không  nt cửa hàng lấy nữ sao cửa hàng  không  hỏi mà giao đồng hồ nam giờ mình đeo sao được
-1,Mình mua chưa xài được lần nào mở lên không kết nối được mạng wifi mặc dù Sim 3G vẫn hoạt động tốt ở máy khác. Mình có gọi bảo hành bảo hành đến lấy hàng lại một lần tuy nhiên lúc đó mình không có ở đó mình có hẹn lại địa chỉ khác tuy nhiên mình không thấy bên Bảo hành qua lấy hiện nay đã gần 2 tuần sau lần cuối mình hẹn lại. Dịch vụ bảo hành và đổi trả tệ quá.
-1,Vỏ bao gì khá cũ không có tem bảo hành Bagi trên đầu sợ cáp như sợi MA150 mã số xác thực trên vỏ bao bì khi nhắn tin kích hoạt bảo hành lên tổng đài của Bagi không chính xác sợ cáp màu trắng như khá dơ (có vẻ như đã từng được sử dụng)
1,Sản phẩm hiện tại dùng thấy OKnhân viên bán hàng thân thiệnnhiệt tình.
1,Chất lg sản phẩm rất kém
-1,Tôi đặt mua quyển bìa cứng phiên bản đặc biệt (có hình dấu tròn góc phải bên dưới bìa sách) nhưng lại nhận được bản bìa mềm bìa sách có lằn gấp có dấu hiệu đã qua sử dụng.
-1,Cả V10 và G4 của LG chưa thật ngon đc. LG chưa có 1 quan điểm phát triển sp ổn định và lâu dài.
1,Chất lượng sản phẩm tuyệt vời. Nhưng mỗi tội bé quá
1,Giá thế này thì mấy anh đồ họa mê tít cả mắt vì các em AH-IPS màu sRGB 99%
1,Cai nay dung chan qua
1,Đồng hồ đẹp. Đóng gói cẩn thận.
-1,Kết nối với Mi-Home không thành công không quản lý được Repeater !! Chạy thì khá nóng độ bền thì sau sẽ rõ !
-1,hàn  không  đu phụ kiên nhu noi .ma  không  phai han chinh hãng đau cac ban oi
-1,đóng gói thiếu hàng
1,"Màu rất đẹp lại  không  kén da, bạn nào da ngăm như mình cũng dùng đc luôn. Tuy nhiên chất son làm lộ rãnh môi và lúc mới apply son lên môi thì có hơi dính. Vẫn vote 5* vì màu quá đẹp mà giá siêu đẹp"
1,Chất đẹp đi thích lắm 😍
1,Hàng ổn giá tốt tạm thời chưa thấy có lỗi gì phát sinh tuy nhiên thời gian giao hàng hơi lâu mình đợi mà sốt ruột :'(
1,Giày đẹp...giao hàng hơi chậm xí... đóng gói sp hơi méo tí nhưng mặc vào thì vẫn bt...phần độn có hơi bị lệch nhưng nhìn bao quán sp rất ổn
1,Xx
-1,"Tôi tìm đọc quyển này sau quyển """"lý thuyết trò chơi trong kinh doanh"""" cũng do Nalebuff đồng tác giả. Đó là một quyển sách cực hay và mở rộng tầm mắt lẫn tư duy cho tôi rất nhiều. Do đó tôi kỳ vọng đây sẽ là một quyển sách cũng như thế. Thật đáng tiếc quyển sách đã làm tôi thât vọng. Đó lẽ do quyển sách này thiếu đi sự hợp tác ăn ý của A.M.Brandenburger hoặc do Nalebuff muốn nâng tầm người đọc hơn nên quyển sách thật sự rất khó hiểu. Các ví dụ thì quá rời rạc và khá xa lạ với phần lớn người đọc không giống như các ví dụ rõ ràng và dễ hiểu trong quyển trước. Ngoài ra quyển sách cũng phạm khá nhiều lỗi biên tập đáng tiếc và tôi buộc phải viết email phản ánh lên nhà xuất bản. Thật đáng tiếc cho 1 quyển sách hứa hẹn rất hay này."
-1,Phần lồng chiên cá bị dính dã man mặc dù quảng cáo là không dính. Chà rửa một thời gian là tróc luôn phần chống dính.
-1,Thời gian giao hàng chậmShop làm ăn  không  thật thà . Nói hết ngày này qua ngày khác. Khi yêu cầu hủy do cửa hàng sai cũng  không  chịu. Lẽ nào hàng tới mà  không  nhận. Hàng giao 7 bộ sai mất 1 bộ rất bực mik. Chất vải cứng hơn mình nghĩ. Nhưng có kiểu OK.
1,Chất lượng sản phẩm tuyệt vời. hàng chắc chắn đó cửa hàng
1,Ngon. Cơ mà ước gì nhiều ruốc hơn :P
1,Đóng gói sản phẩm rất đẹp và chắc chắnsản phẩm vừa với túi tiền.
1,Mình đã nhận được sản phẩm của cửa hàng đóng gói rất cẩn thận và đẹp thời gian giao hàng nhanh mình sẽ còn ủng hộ cửa hàng dài dài ^^
-1,cũng được.hơi khác với suy nghĩ của mình về sp
1,Giày vừa đẹp vừa rẻ...đế hơi nặng xíu nhưng không sao vì độn lên 5p...rất hài lòng về sản phẩm
1,Thời gian giao hàng rất nhanh.hàng đẹp chất lượng
-1,Chưa dùng nên chưa review được. Nhìn chung hàng giống hình. Thái độ chăm sóc khách hàng không tốt không nhiệt tình. Không quay lại.
1,Chất lượng sản phẩm tốt cửa hàng phục vụ khá tốt cửa hàng phục vụ khá tốt
-1,Chất lượng sản phẩm rất kém.Đồng hồ như đồ chơi @@. Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém
-1,Giao có 1 màu
1,Chất lượng sản phẩm tuyệt vờiđóng gói sản phẩm rất đẹp và chắc chắn có 1 lỗi nhỏ nhưng  không  sao ạ <3 sẽ ủng hộ cửa hàng lâu dài <3
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn giày đẹp
-1,Mua 2 cái trả tiền 2 cái mà giao có 1 cái. Gọi điện thì không liên lạc được. Mọi người đừng để bị lừa nhé
1,giày đẹp lắm ạ đóng gói rất kỹ càng cửa hàng tư vấn nhiệt tình :)) ưng lắm luôn <3
1,cửa hàng bán hàng rất dễ thương mới đặt hàng đã inb cảm ơn rồi. Goia hàng cẩn thận vận chuyển nhanh. Để có ảnh thì tặng ảnh và review giày nhé
-1,Jack không sử dụng được. Rất lỏng lẽo
1,Mải đi quá quên cả đánh giá. Hjj. Sp rất đẹp. Mềm êm chân. cửa hàng rất nhiệt tình trong ib. mình rất hài lòng về sp và b chủ shop. Lần sau mình sẽ ủng hộ tiếp nhé
-1,Đóng gói không chắc chắn.bị móp khuôn.
-1,"Tôi yêu thích tác giả Diệp Lạc Vô Tâm sau hai tác phẩm """"Mãi mãi là bao xa"""" """"Ngủ cùng sói"""" và """" Hãy chờ em lớn lên nhé"""" nên rất mong chờ khi đọc tác phẩm này. Tuy nhiên có vẻ câu chuyện này hơi phi lôgic và nhàm chán khiến tôi phải bỏ dở. Nhiều đoạn tôi cảm thấy mẫu thuẫn của hai nhân vật không đáng có thể giải quyết được nhưng tác giả tích tụ lại và đẩy nó lên cao trào để rồi dẫn đến hận thù chia tay... nhưng đến cuối cùng vẫn là cái kết HE. Và lối viết của tác giả vẫn dày đặc những cảnh H."
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn lần nào cũng hài lòng với cửa hàng
1,Chất lượng sản phẩm tuyệt vời Link youtube review sản phẩm mua của shop: https://www.youtube.com/watch?v=-D6o5tSvZK0
1,Perfect ><!!! 🎈🎈🎈
1,Chất lượng sản phẩm tuyệt vời giao hàng nhanh đi thoải mái êm chân
-1,cần thiết kế bộ tăng áp áp lực mạnh hơn nước chảy vẫn không như mong muốn
-1,quần mặc mát nhưng hơi dão.
1,Đóng gói chắc chắn giao hàng nhanh giày đẹp phù hợp giá tiền
1,Rất chi là tốt còn về lâu dài chưa biết
1,Chất lượng sản phẩm tuyệt vời. Mình rất hài lòng giao hàng nhanh. Đóng gói cẩn thận đẹp
1,Chất lượng sản phẩm tuyệt vời. Không còn lời nào để khen chất lượng và giá cả của mấy set tất này. Mình đã mua hơn chục sét cho bé nhà mình
1,Thời gian giao hàng rất nhanh Rất đáng tiền cửa hàng phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn. Mùi thơm. Theo cảm nhận thì chất lượng sản phẩm chắc chắn là tuyệt vời.
1,Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt Thời gian giao hàng rất nhanh . Đẹp dã mannn. Tuy dây đeo có hơi lỗi tí nhưng giá quá yêu nên bỏ quaa 🤣😍
-1,Hoi xâu so với hinh
-1,Ở phần cuối tập 1 chưa biết hung thủ ăn thịt người là ai đang coi dang dỡ thì hết và đợi rất lâu mới ra tập 2 để coi tiếp vụ án ăn thịt người nhưng khi coi thì lại bắt đầu một vụ án mới còn vụ án của tập 1 không thấy đâu. Có cảm giác như bị lừa vậy vì cuối tập 1 là vụ án hay nhất của cuốn 1. Không biết nhà xuất bản này xuất bản như thế nào nữa. Một vụ án chưa trọn vẹn lại nhảy sang một vụ khác. Thấy thất vọng về cuốn này quá
-1,phụ phí vận chuyển quá cao sao mua nổi tiki ơi :).
1,Nhận hàng nhanh chóng ốp đẹp tốt
1,Mùi thảo dược xơm xơm siêu yêu ❤️
-1,Hàng nhái không đúng sản phẩm cửa hàng không có trách nhiệm
1,Mua hàng của cửa hàng mấy lần rồi lần nào cũng ưng vì độ vận chuyển hàng nhanh giày đẹp Sẽ ủng hộ nữa 😀😀😀
1,Chất lượng sản phẩm tuyệt vời đi êm chân
1,Hạt to và rất ngon...ăn có 1ngày là sạch luôn😃😃😃sẽ ủng hộ cửa hàng time tới hehe
1,Giá rẻ. Chất lượng tốt. Đóng gói cẩn thận không bị sứt vỡ. Mình ủng hộ cửa hàng Hagico và chúc cửa hàng Hagico và Shopee sẽ phát triển mạnh và có nhiều sản phẩm giá rẻ chất lượng tốt trong thời gian tới. Tuy nhiên điều gây thất vọng với mình là bên giao hàng giao trễ làm mất thời gian của mình.
-1,Nhìn y như hàng nhái Không đáng tiền
1,Chất lượng sản phẩm tuyệt vời. Con em thích ăn c ái nay dã man :)))
1,"Từ ngày dùng Xiaomi mi4 tôi rất thích Xiaomi bởi phong cách thiết kế rất đẹp, chắc chắn, phần mềm được cập nhật rất tối ưu, chụp ảnh tốt, màn hình đẹp, thời lượng pin rất ấn tượng.Rất mong Xiaomi chính thức được phân phối tại Việt Nam."
1,Giày xinh nhưng cửa hàng đưa nhầm dây giày cho em ạ?
1,Chất lượng sản phẩm tuyệt vời. So với giá thì chất giầy quá đẹp.
1,Mascara dùng siêu thích với mắt dầu của mình
-1,Chưa dùng đã rách
-1,Sản phẩm quá khác mô tả.
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt
1,Hiệu giày này có size hơi lớn. Mình đy size 36 mà thấy hơi rộng có cảm giác cùng đy 1 đôi mà thấy giầy không đồng đều về kích thước cho lắm. Cần thay đổi cho những chuyến hàng kế tiếp. Đóng gói sản phẩm chắc chắn Đáng đồng tiền
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắnMỗi tội giao hàng lâu và nhiều mầu giống nhau nhưng mầu đẹp với cả mình đặt size 5 mà bé nhà mình có 13kg tuổi rưỡi đã vừa phom hơi nhỏ
1,Giày đẹp lắm cửa hàng ah
1,Giày đi rất êm chân. Đúng size và màu.Đặc biệt chủ cửa hàng rất nhiệt tình. Rất đáng tiền
-1,Chất lượng sản phẩm rất kém Loa nghe qua bé không nghe ro giống noi
1,Hình hơi mờ. Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt Thời gian giao hàng rất nhanh
1,Likeeeeee
1,Chất lượng sản phẩm tuyệt vời ! Mình đặt mua ice dive và climacool nhưng cửa hàng hết và giao cho mình chai này mùi còn thơm hơn mình tưởng sẽ ủng hộ cửa hàng dài
